title,year,cinema_link,stars, wikipediaLink, sale, duration, year, poster, language
زنگها, 1364, http://www.cinema-theatre.com/performance_1366/فیلم-زنگها/,محمد کاسبی ، رضا چراغی ، ابراهیم آبادی ، اسماعیل سلطانیان ، محرم زینال زاده ، محمود احمدی ، علی شاه حاتمی ، منصور فارسی ، سیدرضا داوودی ، فرید کشن فلاح ، داوود قنبری ، اسحاق معینی ، منوچهر فرزانه ، محمدرضا معارف دوست ، فرزانه عسگری|,,,,,,
سامان, 1364, http://www.cinema-theatre.com/performance_1367/فیلم-سامان/,اکبر زنجانپور ، پوراندخت مهیمن ، احمد عباسقلی ، میرصلاح حسینی ، جواد اسلامی ، پریدخت اقبالپور ، بهرام علیان ، محسن مکاری ، محمد شیرازی ، محمد شیری ، شاپور بخشایی ، اعظم قشقایی ، حسین فیاض ، صمد اسلامی ، رحمان مقدم|, https://fa.wikipedia.org//wiki/%D8%B3%D8%A7%D9%85%D8%A7%D9%86_(%D9%81%DB%8C%D9%84%D9%85), , 97, 1364, https://upload.wikimedia.org/wikipedia/fa/thumb/a/a8/Saman-movie.jpg/220px-Saman-movie.jpg, fa
ستاره دنباله دار, 1364, http://www.cinema-theatre.com/performance_1368/فیلم-ستاره-دنباله-دار/,جمشید مشایخی ، فخری خوروش ، جعفر والی ، محمدعلی کشاورز ، علی محزون ، اکبر زنجانپور ، امراله صابری ، حمید طاعتی ، محمد نادعلی ، منوچهر لاریجانی ، نادر دلاوری ، آفاق شهرستانی ، منوچهر علیپور ، رضا یوکائی ، عباس محجوب|,,,,,,
سمندر, 1364, http://www.cinema-theatre.com/performance_1369/فیلم-سمندر/,فرامرز قریبیان ، ولی شیراندامی ، عطاءاله زاهد ، ثریا حکمت ، جواد خاکشور ، علی کنگرلو ، اصغر آشوری ، بهمن میلانی ، رشید یولی ، پروین سلیمانی ، نوری کوکلان ، هوشنگ تیموری ، محمد شمس ، نظرمحمد نورانی|, https://fa.wikipedia.org//wiki/%D8%B3%D9%85%D9%86%D8%AF%D8%B1_(%D9%81%DB%8C%D9%84%D9%85), , 120 , 1364, https://upload.wikimedia.org/wikipedia/fa/thumb/1/19/Samandar-movie-poster.jpg/220px-Samandar-movie-poster.jpg, fa
شهر موش ها, 1364, http://www.cinema-theatre.com/performance_1370/فیلم-شهر-موش-ها/,,,,,,,
طغیان, 1364, http://www.cinema-theatre.com/performance_1371/فیلم-طغیان/,امیر قرانلو ، حسین کسبیان ، نعمت اله گرجی ، رضا کرم رضایی ، فیروز ، احمد بهروزی ، منوچهر افسری ، رعنا صفوی ، محمد سادات ابهری ، رضا فدایی حسینی ، داریوش هریس ، جعفر جهانگیری ، نوری زاده ، معصومه تقی پور ، زرین دانش نیا|,,,,,,
عاشق کوچک, 1364, http://www.cinema-theatre.com/performance_1372/فیلم-عاشق-کوچک/,علی زرینی ، جلال اجلالی ، پروین اشکانی ، محمود شولیزاده ، ناصر برهان آزاد ، حمید هدی نیا ، علی مرادی ، علی آقابابایی ، عنایت کرمی ، اکبر ابراهیم زاده ، جعفر قنایی ، فرخ انصاری بصیر|, https://fa.wikipedia.org//wiki/%D8%B9%D8%A7%D8%B4%D9%82_%DA%A9%D9%88%DA%86%DA%A9, , 90, 1364, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
عیاران و طراران, 1364, http://www.cinema-theatre.com/performance_1373/فیلم-عیاران-و-طراران/,مصطفی طاری ، فرهاد محبت ، حسن بلور ، عرش پورزارعی ، ناهید ظفر ، محمود فاطمی ، عباس شهشهانی ، محمود مشروطه ، علی شوقیان ، قاسم پاکرو ، غلامرضا امیری ، زهره امیری ، انوش نوروزی ، علی آقاجانی ، حسین زارع|, https://fa.wikipedia.org//wiki/%D8%B9%DB%8C%D8%A7%D8%B1%D8%A7%D9%86_%D9%88_%D8%B7%D8%B1%D8%A7%D8%B1%D8%A7%D9%86, , 99, 1364, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
کفشهای میرزانوروز, 1364, http://www.cinema-theatre.com/performance_1374/فیلم-کفشهای-میرزانوروز/,علی نصیریان ، محمدعلی کشاورز ، سعید امیرسلیمانی ، زهرا برومند ، جمشید لایق ، کاظم افرندنیا ، عزت اله رمضانی فر ، رضا عبدی ، محمد ورشوچی ، محمدعلی ساربان ، گوهر گلکار ، محسن اصلانی ، محمد عمرانی ، بشیری ، سامی تحصنی|,,,,,,
کلید, 1364, http://www.cinema-theatre.com/performance_1375/فیلم-کلید/,امیرمحمد پورحسن ، عماد طاهری ، مهناز انصاریان ، فاطمه آسار ، منیژه پورحسن ، فیروزه پورحسن ، عباس جعفری ، مراد محمدی|, https://fa.wikipedia.org//wiki/%DA%A9%D9%84%DB%8C%D8%AF_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B1), <div style="padding:0em 0.25em"><span class="nowrap"><a href="/wiki/%D8%B9%D8%B4%D9%82_%D9%88_%D8%AD%D9%85%D8%A7%D9%82%D8%AA" title="`shq w Hmqt">`shq w Hmqt</a> (1340)</span> *  <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%DB%8C_%D9%81%D8%B1%DB%8C%D8%A7%D8%AF_%D9%85%DB%8C%E2%80%8C%DA%A9%D8%B4%D8%AF" title="dkhtry fryd mykhshd">dkhtry fryd mykhshd</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%D8%AE%D8%A7%D9%86%D9%85_%D8%B9%D9%88%D8%B6%DB%8C_%DA%AF%D8%B1%D9%81%D8%AA%DB%8C%D9%86" title="khnm `wDy grftyn">khnm `wDy grftyn</a> (1340)</span> * <span class="nowrap"><a class="mw-selflink selflink">khlyd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%D8%A7%D9%87%E2%80%8C%D9%85%D8%AE%D9%85%D9%84%DB%8C_(%D9%81%DB%8C%D9%84%D9%85)" title="khlhmkhmly (fylm)">khlhmkhmly (fylm)</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%B2%D9%86_%D8%AF%D8%B4%D9%85%D9%86_%D8%AE%D8%B7%D8%B1%D9%86%D8%A7%DA%A9%DB%8C%D8%B3%D8%AA" title="zn dshmn khTrnkhyst">zn dshmn khTrnkhyst</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%D9%87%D8%A7_%D8%A7%DB%8C%D9%86%D8%B7%D9%88%D8%B1_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B1%D9%86%D8%AF" title="dkhtrh ynTwr dwst drnd">dkhtrh ynTwr dwst drnd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D9%88%D8%AD%D8%B4%D8%AA_(%D9%81%DB%8C%D9%84%D9%85)" title="wHsht (fylm)">wHsht</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B7%D9%84%D8%A7%D9%82_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B2)" title="Tlq (fylm 1342)">Tlq</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%B3_%D9%88_%D8%AA%D8%A7%D8%B1%DB%8C%DA%A9%DB%8C" title="trs w trykhy">trs w trykhy</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%A2%D9%86%E2%80%8C%D9%87%D8%A7_%D8%B2%D9%86%D8%AF%DA%AF%DB%8C_%D8%B1%D8%A7_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B4%D8%AA%D9%86%D8%AF" title="anh zndgy r dwst dshtnd">anh zndgy r dwst dshtnd</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B9%D8%B1%D9%88%D8%B3_%D9%81%D8%B1%D9%86%DA%AF%DB%8C" title="`rws frngy">`rws frngy</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%B3%D9%87_%D8%AA%D9%81%D9%86%DA%AF%D8%AF%D8%A7%D8%B1_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="sh tfngdr (fylm 1343)">sh tfngdr</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%DA%86%D9%87%D8%A7%D8%B1_%D8%AA%D8%A7_%D8%B4%DB%8C%D8%B7%D9%88%D9%86" title="chhr t shyTwn">chhr t shyTwn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D9%87%D9%86%D9%85_%D8%B2%DB%8C%D8%B1_%D9%BE%D8%A7%DB%8C_%D9%85%D9%86" title="jhnm zyr py mn">jhnm zyr py mn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D8%A7%D9%87%D9%84%E2%80%8C%D9%87%D8%A7_%D9%88_%DA%98%DB%8C%DA%AF%D9%88%D9%84%E2%80%8C%D9%87%D8%A7" title="jhlh w jygwlh">jhlh w jygwlh</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%A7%D9%86%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%D8%A6%DB%8C" title="trnhhy rwsty'y">trnhhy rwsty'y</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D9%86%E2%80%8C%D8%A8%D8%B3%D8%AA_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="bnbst (fylm 1343)">bnbst</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D8%A8%D8%B1_%D8%B1%DB%8C%D9%86%DA%AF" title="bbr ryng">bbr ryng</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF%DB%8C_%D8%AF%D8%B1_%D9%82%D9%81%D8%B3" title="mrdy dr qfs">mrdy dr qfs</a> (1344)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF_%D8%AF%D9%87_%D9%85%DB%8C%D9%84%DB%8C%D9%88%D9%86_%D8%AA%D9%88%D9%85%D8%A7%D9%86%DB%8C" title="mrd dh mylywn , 79, 1341, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
گردباد, 1364, http://www.cinema-theatre.com/performance_1376/فیلم-گردباد/,فرامرز قریبیان ، محمد مطیع ، جمشید مشایخی ، ایرج راد ، ثریا حکمت ، احمد هاشمی ، طیب شرافتی ، مهری ودادیان ، سهیلا رضوی ، امیرحسین خان شهری ، خسرو امیرصادقی ، احمد نصر ، مختار سائقی ، محسن اصلانی ، فریدون ابوالضیاء|, https://fa.wikipedia.org//wiki/%DA%AF%D8%B1%D8%AF%D8%A8%D8%A7%D8%AF_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B6%DB%B4), , 105 , 1364, https://upload.wikimedia.org/wikipedia/fa/thumb/b/b0/Gerdbad-1986-movie-poster.jpg/220px-Gerdbad-1986-movie-poster.jpg, fa
گره, 1364, http://www.cinema-theatre.com/performance_1377/فیلم-گره/,عزیز حاتمی ، حسین نیک اخلاق ، هوشنگ ملک آرا ، داوود آریا ، محمود شهیدی ، ملیحه نصیری ، رضا بنفشه خواه ، حمید صالحی ، محمد بازاری ، فاطمه دانش زاد ، مهدی خامنه ای ، محمدرضا نوغانیان ، مهدی انجم شجاع ، برات علی حسین آبادی ، عزیزاله سیاوشی|,,,,,,
گریز از شهر, 1364, http://www.cinema-theatre.com/performance_1378/فیلم-گریز-از-شهر/,حسین عمرانی ، جواد موسوی ، احمد رضاییان ، زهره حبیبی ، بتول یوسفیان ، سعید رضاییان ، آقا اسماعیل ، نسرین قاسم زاده خرم آبادی ، ابوالقاسم صفار مقدم ، جواد کامل ، محمدعلی لطفی ، آمنه عرب ، مهدی عنایتی ، مهدی صباغی ، حسین تراب زاده|, https://fa.wikipedia.org//wiki/%DA%AF%D8%B1%DB%8C%D8%B2_%D8%A7%D8%B2_%D8%B4%D9%87%D8%B1, , 100, 1364, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
گمشده, 1364, http://www.cinema-theatre.com/performance_1379/فیلم-گمشده/,فرامرز قریبیان ، افسانه بایگان ، جمشید مشایخی ، جعفر والی ، مهوش برگی ، مهری ودادیان ، مظفر سلطانی ، حسین ملکی ، میترا معینی ، مهرداد روشنایی ، فرزاد جیرانی ، حسین باغیاری ، غلامرضا بایران منش ، محمود صباغ زاده ، حسین افسریان|, https://fa.wikipedia.org//wiki/%DA%AF%D9%85%D8%B4%D8%AF%D9%87_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B6%DB%B4), , 112 , 1364, https://upload.wikimedia.org/wikipedia/fa/thumb/9/91/Gomshodeh-movie-poster.jpg/220px-Gomshodeh-movie-poster.jpg, fa
مادیان, 1364, http://www.cinema-theatre.com/performance_1380/فیلم-مادیان/,سوسن تسلیمی ، حسین محجوب ، فیروز بهجت محمدی ، عطاءاله زاهد ، پرویز شاهین خو ، مژی لانک ، دانش پری ، فرهاد خان محمدی ، مصطفی نمازی ، احمد نمازی ، ملیحه نظری ، پروین حضرتی ، مینو دانش پری ، ملیحه نیکجومند ، محمود تاجیک|, https://fa.wikipedia.org//wiki/%D9%85%D8%A7%D8%AF%DB%8C%D8%A7%D9%86_(%D9%81%DB%8C%D9%84%D9%85), , 100 , 1364, https://upload.wikimedia.org/wikipedia/fa/thumb/0/04/Madian.jpg/220px-Madian.jpg, fa
مدار بسته, 1364, http://www.cinema-theatre.com/performance_1381/فیلم-مدار-بسته/,حبیب اسماعیلی ، جعفر والی ، منیژه محامدی ، نعمت اله گرجی ، فریبا شمس ، مهری ودادیان ، محمود بهرامی ، منوچهر افسری ، فرهاد نیکپور ، شکوفه کوثری ، حمید دلشکیب ، نصراله برادران ، رضا امیریان ، شادروان ، مریم فرخ نیا|, https://fa.wikipedia.org//wiki/%D9%85%D8%AF%D8%A7%D8%B1_%D8%A8%D8%B3%D8%AA%D9%87, , 93, 1364, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
مدرک جرم, 1364, http://www.cinema-theatre.com/performance_1382/فیلم-مدرک-جرم/,ماشاءاله افراشته ، مرتضی حاج سید احمدی ، معصومه تقی پور ، عنایت بخشی ، حمیده خیرآبادی ، نعمت اله گرجی ، ناصر گیتی جاه ، حسن رضیانی ، داوود موثقی ، شهین علی زاده ، محسن قبادی ، خشایار ، زهره امیری ، محسن یوسف بیک ، محمد برسوزیان|, https://fa.wikipedia.org//wiki/%D9%85%D8%AF%D8%B1%DA%A9_%D8%AC%D8%B1%D9%85, , 101, 1364, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
مردی که موش شد, 1364, http://www.cinema-theatre.com/performance_1383/فیلم-مردی-که-موش-شد/,,,,,,,
مرگ گرگها, 1364, http://www.cinema-theatre.com/performance_1384/فیلم-مرگ-گرگها/,رسول توکلی ، محمد سادات ابهری ، محمود پیراسته ، داوود رحمتی ، حسین بازمانده ، محمد شاه نظری ، حبیب بابایی ، جعفر جهانگیری ، حسین نصیری خواه ، محمد شعبانی ، حبیب حمزه ئیان ، احمد فهیما ، رضا امینیان ، محمد زینعلی ، مرتضی آسمانی|,,,,,,
هویت, 1364, http://www.cinema-theatre.com/performance_1385/فیلم-هویت/,جلیل فرجاد ، رضا اسدی ، علی غلامی ، ابوالقاسم مبارکی ، احمد ناطقی ، محسن عظیمی نیا|,,,,,,
یوزپلنگ, 1364, http://www.cinema-theatre.com/performance_1386/فیلم-یوزپلنگ/,جمشید هاشم پور ، مجید مظفری ، رضا رویگری ، عبدالرضا آشتیانی ، ناصر گیتی جاه ، محمد ورشوچی ، عباس ناظری نیک ، خسرو یزدانی ، ملیحه نصیری ، پریدخت اقبالپور ، علی محمودی ، عنایت بخشی ، عزت اله رمضانی فر ، رضا محمدیاری ، محمدتقی شریفی نوری|, https://fa.wikipedia.org//wiki/%DB%8C%D9%88%D8%B2%D9%BE%D9%84%D9%86%DA%AF_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B6%DB%B4), , 101, 1365, https://upload.wikimedia.org/wikipedia/fa/thumb/4/4a/Yoozpalang_Poster.jpg/220px-Yoozpalang_Poster.jpg, fa
آلبوم تمبر, 1365, http://www.cinema-theatre.com/performance_1389/فیلم-آلبوم-تمبر/,رضا وزیری ، محمود دورایران ، پریوش مشروطه|,,,,,,
اتاق یک, 1365, http://www.cinema-theatre.com/performance_1387/فیلم-اتاق-یک/,هوشنگ توکلی ، عبدالرضا اکبری ، افراشته سمندرپور ، ناصر عرفانیان ، احمد نصر ، عباس نوذری ، اکبر نیکرو ، حامد تحصنی ، عطاءاله زاهد ، ایرج محمدبنی ، یوسف نوروزی ، علیرضا فتحی ، علی اصغر امینی ، ذبیح اله ذبیح پور ، علی مهدوی|, https://fa.wikipedia.org//wiki/%D8%A7%D8%AA%D8%A7%D9%82_%DB%8C%DA%A9, , 93, 1365, https://upload.wikimedia.org/wikipedia/fa/thumb/b/ba/Otagh_Yek_movie_poster.jpg/220px-Otagh_Yek_movie_poster.jpg, fa
اجاره نشین ها, 1365, http://www.cinema-theatre.com/performance_1388/فیلم-اجاره-نشین-ها/,عزت اله انتظامی ، حسین سرشار ، حمیده خیرآبادی ، اکبر عبدی ، ایرج راد ، رضا رویگری ، فردوس کاویانی ، منیژه سلیمی ، فریماه فرجامی ، اکبر صادقی ، نسرین قاسم زاده ، منوچهر حامدی ، سیاوش طهمورث ، شاپور شهیدی ، علی نقی کنی|,,,,,,
باشو غریبه کوچک, 1365, http://www.cinema-theatre.com/performance_1390/فیلم-باشو-غریبه-کوچک/,سوسن تسلیمی ، پرویز پورحسینی ، اکبر دودکار ، عدنان غفراویان ، فرخ لقا هوشمند ، رضا هوشمند ، محمد فرخواه ، معزز بنی دخت ، عزیزاله سلمانی|,,,,,,
بگذار زندگی کنم, 1365, http://www.cinema-theatre.com/performance_1391/فیلم-بگذار-زندگی-کنم/,مهدی هاشمی ، افسانه بایگان ، مهین شهابی ، احمد قدکچیان ، محبوبه بیات ، مهری ودادیان ، کیومرث ملک مطیعی ، فخری خوروش ، فرداد صفاجو ، زهره امیری ، پروین سلیمانی ، محمدرضا معجمی ، سارا صامت|,,,,,,
بی پناه, 1365, http://www.cinema-theatre.com/performance_1392/فیلم-بی-پناه/,فریماه فرجامی ، عبدالرضا اکبری ، مصطفی طاری ، پری امیرحمزه ، فریده دریامج ، علی سازگار ، عباداله به افروز ، منوچهر افسری ، کریم نشاط ، غلام پیرمجیدی ، رضا داوودنژاد|,,,,,,
پرواز در شب, 1365, http://www.cinema-theatre.com/performance_1393/فیلم-پرواز-در-شب/,فرج اله سلحشور ، علی یعقوب زاده ، تاجبخش فناییان ، جعفر دهقان ، مصطفی لاجوردی ، کامران نوروز ، اکبر نیکرو ، علیرضا حائری ، سیدجواد هاشمی ، هادی جلیلی ، رستم حمیدی ، صابر جهش ، مجتبی واقفی ، مهدی مهرپور ، رضا مقیسه|,,,,,,
ترنج, 1365, http://www.cinema-theatre.com/performance_1394/فیلم-ترنج/,علی نصیریان ، پروانه معصومی ، کمند امیرسلیمانی ، جمشید لایق ، فهیمه راستکار ، خسرو امیرصادقی ، عزت اله مقبلی ، شیوا گورانی ، منوچهر افسری ، خسرو شاه کرمی ، بهزاد سلماسی ، نسرین قاسم زاده ، سامی تحصنی ، تامارا رشیدی نوید ، شهیدی|, https://fa.wikipedia.org//wiki/%D8%AA%D8%B1%D9%86%D8%AC_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B6%DB%B5), , 106 , 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Ali_Nasirian_in_Ghoghnos_Film_Festival.jpg/120px-Ali_Nasirian_in_Ghoghnos_Film_Festival.jpg, fa
تشکیلات, 1365, http://www.cinema-theatre.com/performance_1395/فیلم-تشکیلات/,مجید مظفری ، افسانه بایگان ، اکبر زنجانپور ، مظفر مقدم ، غلامحسین نقشینه ، میرمحمد تجدد ، نرسی کرکیا ، فرخ نعمتی ، حسین زمانی ، سیاوش طهمورث ، سعید نورالهی ، جهانگیر محمدی ، خلیل موسوی ، حسین صفاریان ، علی کنگرلو|,,,,,,
تصویر آخر, 1365, http://www.cinema-theatre.com/performance_1396/فیلم-تصویر-آخر/,ناصر آقایی ، حبیب اسماعیلی ، ثریا حکمت ، جمشید مشایخی ، مهری ودادیان ، مظفر سلطانی ، نعمت اله گرجی ، سامان دهگاهی ، ساناز دهگاهی ، اسماعیل محمدی ، غلامرضا بایران منش ، محمد ورشوچی ، فرزانه نشاط خواه ، محمود صباغ زاده ، افشین کاتبی|, https://fa.wikipedia.org//wiki/%D8%AA%D8%B5%D9%88%DB%8C%D8%B1_%D8%A2%D8%AE%D8%B1, , 114 , 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
تیرباران, 1365, http://www.cinema-theatre.com/performance_1397/فیلم-تیرباران/,مجید مجیدی ، جعفر دهقان ، رضا چراغی ، عطاءاله سلمانیان ، حبیب اله رجبعلی ، محمود نوروز ، ناصر فروغ ، مسعود نیکنام ، محمد احمدی ، ابراهیم علی عسگری ، خلیل علی عسگری ، رحمت اله سلیم پور ، خیاط باشی ، شهناز ضیاء رانا ، فاطمه خواجوزاده|,,,,,,
جدال در تاسوکی, 1365, http://www.cinema-theatre.com/performance_1398/فیلم-جدال-در-تاسوکی/,عبدالرضا اکبری ، مصطفی طاری ، مرتضی حاج سید احمدی ، کاظم افرندنیا ، ثریا حکمت ، محمدتقی شریفی نوری ، عبدالحسین خان شهری ، طیب شرافتی ، احمد نصر ، منوچهر افسری ، حسن نوروزی وفا ، محمدسام قریبیان ، محمدعلی گرگیچ ، محمد کی خواه ، رضا صادقی|, https://fa.wikipedia.org//wiki/%D8%AC%D8%AF%D8%A7%D9%84_%D8%AF%D8%B1_%D8%AA%D8%A7%D8%B3%D9%88%DA%A9%DB%8C, , 98 , 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
چمدان, 1365, http://www.cinema-theatre.com/performance_1399/فیلم-چمدان/,عزت اله انتظامی ، پروانه معصومی ، امین تارخ ، فرخنده شادمنش ، عزت اله مقبلی|, https://fa.wikipedia.org//wiki/%DA%86%D9%85%D8%AF%D8%A7%D9%86_(%D9%81%DB%8C%D9%84%D9%85), , 75 , 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
حریم مهرورزی, 1365, http://www.cinema-theatre.com/performance_1400/فیلم-حریم-مهرورزی/,حبیب اسماعیلی ، افسانه بایگان ، جمشید مشایخی ، مهری مهرنیا ، سامی تحصنی ، امید آهنگر ، نعمت اله گرجی ، طاهره سری ، ندا کاویانی ، فریدون محمدپور ، حسین خنجری ، هوشنگ دیبائیان ، ستار اورا ، معصومی بهنامی ، هومن خسروی|, https://fa.wikipedia.org//wiki/%D8%AD%D8%B1%DB%8C%D9%85_%D9%85%D9%87%D8%B1%D9%88%D8%B1%D8%B2%DB%8C, , 96 , 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
حماسه دره شیلر, 1365, http://www.cinema-theatre.com/performance_1401/فیلم-حماسه-دره-شیلر/,رضا آقاربی ، آتش تقی پور ، مجید میرزاییان ، محرم زینال زاده ، علیرضا اسحاقی ، علی جلیلی باله ، سیداحمد میرعلایی ، رحیم عرب امینی ، سامی تحصنی ، اکبر نیک رو ، رحیم مهدی خانی ، امیر خاکسار ، جمشید علیخانی ، بخشعلی محمدی ، رضا نظریان|, https://fa.wikipedia.org//wiki/%D8%AD%D9%85%D8%A7%D8%B3%D9%87_%D8%AF%D8%B1%D9%87_%D8%B4%DB%8C%D9%84%D8%B1, , 94, 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
خانه ابری, 1365, http://www.cinema-theatre.com/performance_1402/فیلم-خانه-ابری/,ثریا قاسمی ، هوشنگ توکلی ، حمیده خیرآبادی ، محرم بسیم ، سیروس گرجستانی ، فرنوش آل احمد ، حمید رضا خانلو ، مهسا کرامتی ، نعمت افشاریان ، مژگان ظفری ، بهرام وند ، علی آقاجانیان ، فاطمه شعفی ، محسن ابراهیمی ، سیروس شمشیری|, https://fa.wikipedia.org//wiki/%D8%AE%D8%A7%D9%86%D9%87_%D8%A7%D8%A8%D8%B1%DB%8C, , 107, 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
خانه دوست کجاست؟, 1365, http://www.cinema-theatre.com/performance_1403/فیلم-خانه-دوست-کجاست؟/,بابک احدپور ، احد احمدپور ، خدابخش دفاعی ، ایران اوتاری ، آیت انصاری ، صدیقه توحیدی ، پیمان معافی ، علی جمالی ، عزیز بابایی ، نادر غلامی ، اکبر مرادی ، طیبه سلیمانی ، محمدرضا پروانه ، فرهنگ اخوان ، ماریا اشجاری|,,,,,,
دبیرستان, 1365, http://www.cinema-theatre.com/performance_1404/فیلم-دبیرستان/,بیژن امکانیان ، افسانه بایگان ، صادق هاتفی ، آزیتا لاچینی ، حمید طالقانی ، سعید میرباقری ، محمد صراف ، محمدرضا اسماعیلی ، رضا ذوالفقاری ، بهنام جمشیدی ، محمد باطنی ، ابراهیم نورپور ، حسن مختارپور ، علی بوشهری ، کامبیز گل براری|,,,,,,
دزد و نویسنده, 1365, http://www.cinema-theatre.com/performance_1405/فیلم-دزد-و-نویسنده/,علی نصیریان ، خسرو شکیبایی ، آهو خردمند ، علی اصغر نجات ، مهری مهرنیا ، احمد بهروزی ، حمید نوری ، فاضل معصومی ، احمد عبدالهی ، هوشنگ ملک آرا ، نریمانی ، نصرت اطمینان ، اصغر خندان ، پرویز شکری ، نشاط|, https://fa.wikipedia.org//wiki/%D8%AF%D8%B2%D8%AF_%D9%88_%D9%86%D9%88%DB%8C%D8%B3%D9%86%D8%AF%D9%87, , 90 , 1364, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Ali_Nasirian_in_Ghoghnos_Film_Festival.jpg/120px-Ali_Nasirian_in_Ghoghnos_Film_Festival.jpg, fa
دست نوشته ها, 1365, http://www.cinema-theatre.com/performance_1406/فیلم-دست-نوشته-ها/,جلیل فرجاد ، امیر وطن زاد ، منوره جوهری ، شاپور بخشایی ، محمدعلی گوهری ، بهنام شفیعی ، علیرضا شجاع نوری ، محمد نگین ، شهرام الماسی ، رضا خلیقی ، علیرضا جدیدی ، اعظم قشقایی ، حسین پورحسین ، بهزاد نایب آقا ، غلامحسین مرادی|,,,,,,
